"명호","단축명호","등록번호","생년월일","산차","검정일","최근분만일","최근건유일","누적착유일수","유량","유지율","유단백질","무지고형분율","체세포수천","mun","x305일유량","x305일유지량","x305일유단백","x305일무지고형분량","성년형유량","성년형유지량","성년형유단백량","성년형무지고형분량","분만난이","가수제코드","가수제일자","농후사료비","농후사료급여량","공태일수","최종수정일자","촤종수정횟수","최종수정정액코드","체점수","분만후첫수정일까지일수","전산차비유지속성","현재산차비유지속성","비유최고도달일수","비유후기최고유량","비유초기평균유지율","비유초기평균단백율","비유초기평균Mun","최고유량체세포","건유전마지막유량","전산차건유전유량"
225,"295",501059906,"2014-10-23",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
148,"333",501144515,"2016-06-10",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-07-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
9,"351",501172229,"2016-12-06",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-02-26",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
518,"371",501216872,"2017-10-10",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
68,"369",501217227,"2017-09-07",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
38,"314",501101060,"2015-08-24",1,"2018-07-15","2017-07-23","2018-06-13",325,0,0,0,0,0,0,8547,328,271,771,9689,378,313,904,1,12,"2018-06-13",520,2,111,"2017-11-11",2,NA,NA,70,0,89.3,146,31.8,3.49,3.1,10,56,0,0
269,"259",500981875,"2013-08-25",3,"2018-07-15","2018-01-28",NA,168,32.6,3.55,2.94,8.71,21,10.3,9694,377,322,876,9463,370,322,881,1,21,"2018-01-28",2600,10,92,"2018-04-30",2,NA,NA,61,72.6,0,111,39.6,3.86,3.28,9,53,0,11.2
253,"238",500956324,"2012-10-17",4,"2018-07-15","2018-03-12",NA,125,35.4,2.88,2.86,8.19,2755,7.9,9575,418,301,853,9190,409,298,846,1,81,"2018-03-12",2600,10,0,NA,NA,NA,NA,NA,76.4,0,35,42.6,4.75,2.97,9,91,69,21
130,"291",501046080,"2014-09-20",2,"2018-07-15","2017-07-26",NA,354,24.8,3.64,3.43,9.44,26,10.1,10754,380,349,993,11736,420,387,1116,1,81,"2017-07-26",2600,10,216,"2018-02-27",2,NA,NA,113,91.4,60.3,54,46.4,2.87,3.01,10,21,66,27.6
30,"325",501115604,"2015-12-05",1,"2018-07-15","2018-01-15",NA,181,29.2,3.55,2.94,8.71,21,10.3,8357,358,266,746,9148,404,300,847,1,81,"2018-01-15",2600,10,142,"2018-06-06",2,NA,NA,119,0,0,150,33.2,4.61,3.13,8,77,0,0
82,"269",501008802,"2013-12-06",3,"2018-07-15","2018-02-03",NA,162,44.8,3.04,2.93,8.23,177,8.5,13535,432,451,1183,13217,427,457,1203,1,82,"2018-02-03",2600,10,0,NA,NA,NA,NA,NA,0,0,41,60.4,3.43,3.35,7,34,58,27
349,"329",501134215,"2016-04-10",1,"2018-07-15","2018-04-07",NA,99,26.2,4.11,3.04,8.86,63,11.6,8974,394,290,779,9922,451,327,885,1,88,"2018-04-07",2600,10,0,"2018-08-05",2,NA,NA,66,0,0,68,30.2,4.45,3.29,11,46,0,0
31,"276",501010771,"2014-02-18",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
471,"285",501041349,"2014-07-25",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
317,"287",501044712,"2014-08-08",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
85,"297",501059908,"2014-11-07",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
84,"344",501157112,"2016-08-25",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-12-31",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
187,"365",501206928,"2017-06-24",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
455,"374",501229861,"2017-10-22",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
435,"386",501237728,"2018-02-06",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
131,"345",501160486,"2016-09-09",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,NA,0,0,0,"2017-10-10",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
381,"178",500758655,"2009-10-19",6,"2018-08-15","2017-03-31","2018-05-14",409,0,0,0,0,0,0,9142,325,261,783,8983,323,258,771,1,12,"2018-05-14",520,2,225,"2017-11-11",3,NA,NA,105,43.1,69.3,107,39.2,3.8,2.4,3,21,103,8.5
87,"308",501134244,"2015-05-10",2,"2018-08-15","2018-04-03",NA,134,36.2,3.41,2.94,8.1,27,9.4,11714,393,371,1002,12076,418,393,1074,1,21,"2018-04-03",520,2,0,"2018-08-10",2,NA,NA,45,101.8,0,72,50,3.22,3.09,9,23,0,17.2
365,"298",501059811,"2014-11-22",2,"2018-08-15","2018-06-23",NA,53,37.6,2.85,2.69,8.52,145,7.1,0,0,0,0,0,0,0,0,1,81,"2018-06-23",2600,10,0,NA,NA,NA,NA,NA,0,0,22,40,3.42,2.87,7,131,62,23.2
266,"311",501098026,"2015-07-12",2,"2018-08-15","2018-07-30",NA,16,37.2,3.97,2.54,7.95,773,11.8,0,0,0,0,0,0,0,0,1,81,"2018-07-30",2600,10,0,NA,NA,NA,NA,NA,81.7,0,16,37.2,3.97,2.54,12,773,71,29
204,"336",501150340,"2016-07-05",1,"2018-08-15","2018-05-08",NA,99,33,3.5,2.81,8.11,34,7,9535,336,258,745,10813,392,298,873,1,81,"2018-05-08",2600,10,0,NA,NA,NA,NA,NA,0,0,37,33.4,3.52,2.77,9,17,0,0
127,"244",500956317,"2012-12-20",3,"2018-08-15","2018-02-20",NA,176,23.6,2.96,2.55,7.89,66,7.3,8397,298,240,703,8104,291,237,695,1,82,"2018-02-20",2600,10,0,NA,NA,NA,NA,NA,43.4,0,24,41.2,3.67,2.87,9,35,141,8.2
89,"262",500987010,"2013-09-26",3,"2018-08-15","2017-09-07",NA,342,22.8,4.08,3.09,8.67,474,9.8,11213,439,361,1007,11774,460,379,1066,1,82,"2017-09-07",2600,10,179,"2018-03-05",2,NA,NA,158,73.7,75.1,43,49.6,3.92,3.23,12,41,62,26.4
162,"279",501028139,"2014-05-14",2,"2018-08-15","2017-10-09",NA,310,20.4,4.36,3.52,8.94,284,10.3,10372,461,366,967,10772,477,383,1018,1,82,"2017-10-09",2600,10,214,"2018-05-11",5,NA,NA,64,0,60.2,38,42,4.02,3.42,13,63,54,20
201,"313",501098029,"2015-08-05",1,"2018-08-15","2017-11-30",NA,258,24.4,3.22,2.81,8.21,271,9.3,8801,310,250,718,9299,333,272,781,1,82,"2017-11-30",2600,10,0,"2018-06-18",4,NA,NA,102,0,0,137,34.8,4.06,3.02,11,135,0,0
248,"256-10",501055271,"2014-08-06",2,"2018-08-15","2018-06-10",NA,66,39.6,3.46,2.4,7.69,51,9.7,0,0,0,0,0,0,0,0,1,82,"2018-06-10",2600,10,0,NA,NA,NA,NA,NA,91.8,0,35,48.6,3.75,2.85,10,37,64,26.8
229,"326",501115606,"2015-12-08",1,"2018-08-15","2017-12-23",NA,235,21.4,3.8,3.14,8.48,546,9.9,8378,341,263,739,8975,374,293,822,1,82,"2017-12-23",2600,10,61,"2018-02-22",1,NA,NA,62,0,0,114,31.2,4.49,3.25,11,78,0,0
76,"339",501154214,"2016-07-17",1,"2018-08-15","2018-07-27",NA,19,22.6,2.79,2.86,8.1,346,10.2,0,0,0,0,0,0,0,0,1,82,"2018-07-27",2600,10,0,NA,NA,NA,NA,NA,0,0,19,22.6,2.79,2.86,10,346,0,0
220,"288",501044713,"2014-08-12",2,"2018-08-15","2018-07-19",NA,27,34.8,4.21,2.94,8.52,71,7.5,0,0,0,0,0,0,0,0,1,84,"2018-07-19",2600,10,0,NA,NA,NA,NA,NA,102.9,0,27,34.8,4.21,2.94,8,71,63,13
332,"258",500974940,"2013-07-04",3,"2018-08-15","2018-01-04",NA,223,27,3.01,3.17,8.78,267,6.9,10456,363,354,951,10191,355,353,953,1,85,"2018-01-04",2600,10,143,"2018-05-27",3,NA,NA,52,59.7,0,39,43,3.79,3.34,9,279,35,23
207,"316",501101062,"2015-09-05",2,"2018-08-15","2018-08-10",NA,5,22.2,3.32,3.78,9.16,217,6.5,0,0,0,0,0,0,0,0,1,87,"2018-08-10",2600,10,0,NA,NA,NA,NA,NA,0,0,5,22.2,3.32,3.78,7,217,60,25.6
79,"359",501184511,"2017-03-13",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
385,"364",501200371,"2017-06-04",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
560,"370",501216871,"2017-10-09",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
139,"366",501218269,"2017-07-23",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
329,"383",501229816,"2018-01-06",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
10,"393",501251698,"2018-05-21",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
547,"301",501059814,"2014-12-05",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
346,"230",500932239,"2012-09-16",3,"2018-08-15","2017-06-04","2018-07-13",404,0,0,0,0,0,0,10842,339,326,973,11139,351,339,1018,1,12,"2018-07-13",520,2,191,"2017-12-12",2,NA,NA,80,60.8,66.2,42,46.8,3.02,3.06,10,12,101,24.8
109,"379",501004764,"2014-01-05",2,"2018-08-15","2017-09-03","2018-06-13",283,0,0,0,0,0,0,12346,473,382,1118,13026,499,404,1193,1,12,"2018-06-13",520,2,65,"2017-11-07",1,NA,NA,66,65.5,0,47,48.8,3.73,3.33,12,57,58,23.2
20,"286",501041350,"2014-07-26",3,"2018-08-15","2018-07-27",NA,19,25.4,4.19,3.27,8.97,73,9.3,0,0,0,0,0,0,0,0,1,21,"2018-07-27",2600,10,0,NA,NA,NA,NA,NA,0,0,42,25.4,4.19,3.27,9,2447,0,32
420,"223",500907539,"2012-04-16",4,"2018-08-15","2018-01-01",NA,226,27.6,3.61,3.02,8.08,95,10.1,12919,507,373,1089,12485,490,362,1061,1,81,"2018-01-01",2600,10,0,"2018-06-23",2,NA,NA,134,82.4,0,105,56.2,4.2,3.03,11,10,56,31.6
374,"323",501115601,"2015-11-20",1,"2018-08-15","2018-01-08",NA,219,22.6,4.12,3.12,9.04,72,9,8047,364,267,740,8745,407,300,835,1,81,"2018-01-08",2600,10,125,"2018-05-13",1,NA,NA,126,0,0,157,28.8,5,3.67,10,41,0,0
275,"341",501154215,"2016-07-29",1,"2018-08-15","2018-07-25",NA,21,26.2,4.09,3.15,8.88,67,10.1,0,0,0,0,0,0,0,0,1,81,"2018-07-25",2600,10,0,NA,NA,NA,NA,NA,0,0,21,26.2,4.09,3.15,10,67,0,0
250,"180",500768090,"2009-12-17",5,"2018-08-15","2018-05-21",NA,86,25.6,3.96,2.53,7.93,773,11.8,8684,345,256,747,9067,361,265,769,1,82,"2018-05-21",2600,10,0,NA,NA,NA,NA,NA,71.4,0,55,34.8,3.94,2.87,10,31,97,11
584,"261",500987009,"2013-09-10",2,"2018-08-15","2017-07-28",NA,383,27.2,3.87,3.11,8.38,38,9.3,12861,470,378,1073,13669,504,406,1167,1,82,"2017-07-28",2600,10,259,"2018-04-13",2,NA,NA,99,87.7,69.1,84,51.8,3.69,2.71,11,50,68,21.8
459,"263",500998224,"2013-10-28",3,"2018-08-15","2018-08-10",NA,5,28.4,4.21,3.61,9.02,163,11.1,0,0,0,0,0,0,0,0,1,82,"2018-08-10",2600,10,0,NA,NA,NA,NA,NA,76.5,0,5,28.4,4.21,3.61,11,163,58,23.4
45,"275",501010770,"2014-01-25",2,"2018-08-15","2017-04-16",NA,486,23.6,4.58,3,8.31,452,11.5,11884,415,349,1022,12050,434,364,1077,1,82,"2017-04-16",2600,10,409,"2018-05-30",6,NA,NA,122,81.4,52.5,61,51.8,3.33,2.67,12,7,67,20.2
141,"307",501072333,"2015-03-26",1,"2018-08-15","2017-03-15",NA,518,20,4.24,3.04,8.74,56,8.4,10003,408,313,893,10918,459,351,1012,1,82,"2017-03-15",2600,10,340,"2018-02-18",4,NA,NA,99,0,94.5,93,37.2,4.58,2.97,8,20,0,0
496,"270-10",501061293,"2014-10-01",2,"2018-08-15","2018-01-08",NA,219,33.6,3.04,2.94,8.43,22,7.2,10997,385,339,955,11143,396,357,1010,1,82,"2018-01-08",2600,10,134,"2018-05-22",2,NA,NA,105,0,0,98,46,4.16,3.17,8,55,57,29.4
387,"342",501154216,"2016-07-30",1,"2018-08-15","2018-07-24",NA,22,26,3.48,2.95,8.44,172,8.8,0,0,0,0,0,0,0,0,1,82,"2018-07-24",2600,10,0,NA,NA,NA,NA,NA,0,0,22,26,3.48,2.95,9,172,0,0
277,"331",501134198,"2016-05-03",1,"2018-08-15","2018-03-07",NA,161,25.6,3.73,3.09,8.82,27,8.4,9405,369,299,830,10419,421,339,952,1,88,"2018-03-07",2600,10,0,"2018-07-17",3,NA,NA,82,0,0,99,34,4.28,3.39,8,12,0,0
538,"361",501190095,"2017-03-31",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-05",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
142,"381",501229815,"2017-12-24",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
407,"384",501229817,"2018-01-08",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
525,"375",501229862,"2017-10-24",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
138,"392",501251694,"2018-05-16",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
595,"394",501251724,"2018-06-02",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
552,"200",500837336,"2010-11-19",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
499,"292",501046081,"2014-09-23",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
271,"299",501059812,"2014-11-24",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
409,"260",500981876,"2013-08-25",3,"2018-08-15","2017-10-22","2018-07-26",277,0,0,0,0,0,0,12196,452,408,1107,12483,460,417,1138,1,12,"2018-07-26",520,2,59,"2017-12-20",1,NA,NA,60,60.8,66.3,86,50.4,3.08,3.16,13,27,50,26
521,"161",500671572,"2008-10-01",7,"2018-08-15","2017-12-21",NA,237,25.8,4.02,3.28,8.51,266,11,12630,510,418,1118,12836,514,418,1122,1,82,"2017-12-21",2600,10,176,"2018-06-15",2,NA,NA,136,70.1,0,26,52.8,4.4,3.27,10,18,59,19.2
529,"328",501127672,"2016-03-14",1,"2018-08-15","2018-05-08",NA,99,25.4,3.49,2.87,8.6,133,7.1,7816,294,213,637,8616,333,240,727,1,82,"2018-05-08",2600,10,0,NA,NA,NA,NA,NA,0,0,37,28,3.73,2.74,11,66,0,0
145,"337",501150342,"2016-07-07",1,"2018-08-15","2018-06-02",NA,74,24.2,3.94,2.88,8.92,26,8.1,0,0,0,0,0,0,0,0,1,82,"2018-06-02",2600,10,0,NA,NA,NA,NA,NA,0,0,74,24.2,4.31,3.23,7,26,0,0
447,"340",501154574,"2016-07-17",1,"2018-08-15","2018-06-16",NA,60,15,4.23,2.99,8.75,210,7.7,0,0,0,0,0,0,0,0,1,87,"2018-06-16",2600,10,0,NA,NA,NA,NA,NA,0,0,29,17.2,3.91,3,9,52,0,0
428,"330",501134199,"2016-04-20",1,"2018-08-15","2018-03-10",NA,158,25.8,3.72,2.86,8.65,72,9.2,8919,341,274,780,9806,386,309,889,1,88,"2018-03-10",2600,10,0,NA,NA,NA,NA,NA,0,0,96,33.6,3.97,3.29,9,63,0,0
386,"352",501178986,"2016-12-21",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-02-27",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
395,"349",501172227,"2016-11-18",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-10",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
482,"362",501195929,"2017-04-16",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-08-05",2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
287,"0379",501229814,"2017-12-21",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
272,"0390",501246113,"2018-04-25",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
334,"224",500907541,"2012-04-26",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
378,"271",501008804,"2013-12-11",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
493,"277",501015132,"2014-03-03",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
406,"281",501033171,"2014-06-10",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
523,"322",501115599,"2015-11-03",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
400,"145",500622014,"2007-12-02",7,"2018-08-15","2018-01-05",NA,222,24.6,3.57,3.13,8.28,696,11.4,12159,457,376,1073,12254,462,385,1097,1,21,"2018-01-05",2600,10,132,"2018-05-17",1,NA,NA,133,75,0,70,51.8,3.84,3,9,14,0,20.8
51,"226",500929508,"2012-08-03",3,"2018-08-15","2017-10-25",NA,294,19.2,3.26,3.05,8.43,414,9.6,12580,435,364,1074,12762,437,365,1079,1,81,"2017-10-25",2600,10,113,"2018-02-15",1,NA,NA,114,62.9,31.7,52,60.6,3.78,2.93,11,121,181,11.8
255,"274",501008807,"2013-12-20",2,"2018-08-15","2017-09-11",NA,338,21.2,3.66,3.24,8.68,248,10.4,12812,456,403,1120,13494,480,425,1192,1,81,"2017-09-11",2600,10,257,"2018-05-26",5,NA,NA,90,70.4,64.8,96,50.6,3.69,3.03,11,56,63,25.4
124,"302",501072392,"2015-01-16",2,"2018-08-15","2018-01-04",NA,223,27.6,3.28,3.02,8.8,121,7.3,10862,407,357,993,11145,425,381,1064,1,81,"2018-01-04",2600,10,148,"2018-06-01",2,NA,NA,44,81.9,0,39,44.4,3.72,3.31,8,83,59,29
520,"309",501089893,"2015-06-01",1,"2018-08-15","2017-12-04",NA,254,28.6,3.3,3,8.56,425,11.7,10228,407,308,879,10597,429,330,942,1,81,"2017-12-04",2600,10,138,"2018-04-21",1,NA,NA,139,0,0,70,38.2,4.76,3.09,11,42,0,0
112,"335",501150339,"2016-07-02",1,"2018-08-15","2018-05-28",NA,79,22.2,3.7,2.73,8.41,44,8.9,7920,288,218,644,8914,334,251,749,1,81,"2018-05-28",2600,10,0,"2018-07-17",1,NA,NA,51,0,0,48,27.4,3.8,2.86,9,30,0,0
132,"376",500999291,"2013-12-09",3,"2018-08-15","2018-01-07",NA,220,31,3.61,2.9,8.68,145,8.7,11695,474,385,1072,11501,469,390,1091,1,82,"2018-01-07",2600,10,0,NA,NA,NA,NA,NA,88.2,0,36,47.8,3.86,3.38,9,18,56,29.2
203,"267",500998124,"2013-11-28",2,"2018-08-15","2017-03-10",NA,523,22.6,4.42,3.66,9.21,87,9.4,12776,468,412,1143,12865,484,430,1202,1,82,"2017-03-10",2600,10,346,"2018-02-19",6,NA,NA,92,78.2,78.1,98,54,3.54,3.2,8,8,68,25.8
49,"321",501111424,"2015-10-22",1,"2018-08-15","2018-05-16",NA,91,33.6,2.96,2.82,8.35,304,8.3,10956,320,292,855,11735,352,321,950,1,82,"2018-05-16",2600,10,0,NA,NA,NA,NA,NA,0,0,29,36,3.09,2.69,10,161,0,0
1,"353",501178987,"2016-12-31",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
468,"358",501184509,"2017-03-10",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
80,"360",501184512,"2017-03-15",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
160,"377",501229864,"2017-11-11",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
512,"395",501251713,"2018-06-10",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
432,"303",501072395,"2015-01-18",0,"2018-08-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
209,"219",500899123,"2012-01-18",4,"2018-08-15","2017-03-13","2018-07-26",500,0,0,0,0,0,0,11819,476,375,1024,11356,467,372,1019,1,12,"2018-07-26",520,2,295,"2018-01-02",6,NA,NA,71,61.6,80.6,33,49.2,4.47,3.31,11,70,0,25
62,"315",501101061,"2015-09-05",1,"2018-08-15","2017-10-10","2018-07-08",271,0,0,0,0,0,0,9681,417,306,860,10542,458,341,961,1,12,"2018-07-08",520,2,54,"2017-12-03",1,NA,NA,55,0,0,67,34.6,3.9,3.02,11,20,0,0
357,"9999",501229813,"2015-10-01",1,"2018-08-15","2017-11-24",NA,264,22.4,3.15,2.95,8.82,33,8.8,8216,283,247,715,8758,307,271,784,1,81,"2017-11-24",2600,10,149,"2018-04-22",2,NA,NA,126,0,81.2,143,30.4,0,0,0,125,0,0
498,"265",500998126,"2013-11-22",2,"2018-08-15","2017-11-05",NA,283,22.4,2.62,3.09,8.41,143,9,12613,451,402,1115,12616,451,408,1135,1,81,"2017-11-05",2600,10,144,"2018-03-29",2,NA,NA,92,60,47.3,41,56.2,3.59,3.32,13,19,61,21.8
90,"386",501032272,"2014-07-07",2,"2018-08-15","2017-08-29",NA,351,25.2,2.89,2.95,8.81,31,8.5,13113,449,393,1151,14280,492,433,1288,1,81,"2017-08-29",2600,10,109,"2017-12-16",1,NA,NA,110,0,61.4,52,53.4,3.51,2.89,12,11,59,36.2
186,"318",501106074,"2015-09-21",1,"2018-08-15","2017-10-24",NA,295,20.8,3.79,3.18,8.81,269,9.1,7906,333,259,705,8609,366,288,788,1,81,"2017-10-24",2600,10,178,"2018-04-20",4,NA,NA,67,0,72.7,111,30.6,4.35,3.46,10,91,0,0
69,"334",501144516,"2016-06-10",1,"2018-08-15","2018-05-09",NA,98,25,2.7,2.34,7.21,23,9.5,9342,291,244,713,10514,337,280,830,1,81,"2018-05-09",2600,10,0,NA,NA,NA,NA,NA,0,0,36,32.6,3.19,2.72,11,29,0,0
413,"317",501101063,"2015-09-07",1,"2018-08-15","2017-08-12",NA,368,19.4,4.5,3.3,9.1,71,9,7437,350,258,701,8479,404,297,818,1,82,"2017-08-12",2600,10,183,"2018-02-11",2,NA,NA,93,0,91.6,96,28.8,4.35,3.24,10,52,0,0
117,"332",501134197,"2016-05-11",1,"2018-08-15","2018-04-25",NA,112,27,3.67,3,8.82,201,8.3,9786,334,285,826,10911,385,323,944,1,82,"2018-04-25",2600,10,0,NA,NA,NA,NA,NA,0,0,50,35.6,3.34,2.91,10,168,0,0
